30,54
54,29
29,30
54,27
27,28
28,54
28,29
54,26
26,27
33,55
55,32
32,33
36,50
50,35
35,36
65,67
67,63
63,65
67,58
58,59
59,67
22,23
23,53
53,22
50,34
34,35
50,55
55,34
31,32
55,31
36,37
37,50
49,24
24,25
25,49
49,23
23,24
48,1
1,52
52,48
33,34
49,53
53,21
21,22
63,64
64,65
56,39
39,40
40,56
25,26
26,49
56,38
38,39
20,53
53,62
62,20
57,17
17,62
62,57
56,50
50,38
55,65
64,55
18,19
19,62
62,18
57,16
16,17
55,30
30,31
14,57
57,51
51,14
20,21
54,64
64,49
49,54
57,15
15,16
11,51
51,59
59,11
37,38
40,41
41,56
52,66
66,61
61,52
66,65
65,61
42,56
41,42
44,45
45,61
61,44
63,49
50,65
61,43
43,44
56,61
65,56
45,46
46,61
46,47
47,52
52,46
54,55
63,53
47,48
60,2
2,3
3,60
42,61
52,60
60,66
1,2
2,52
19,20
57,67
67,51
3,4
4,60
59,10
10,11
9,10
59,9
17,18
66,67
13,14
51,13
12,13
51,12
42,43
14,15
6,58
58,60
60,6
6,7
7,58
5,60
4,5
7,59
7,8
8,59
8,9
57,63
11,12
5,6
63,62
58,66
